site_no,Year,UNIT_NAME
USGS-395201104274001,2006,Eolian deposits
USGS-395218084100801,2006,Cincinnati Group as used by Wickstrom (1990)
USGS-395244084011901,2006,Cincinnati Group as used by Wickstrom (1990)
USGS-395342074184001,2006,Cohansey Formation
USGS-395400122130001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-395400122190001,2006,Quaternary alluvium and marine deposits
USGS-395500122100001,2006,Quaternary alluvium and marine deposits
USGS-395600122030001,2006,Quaternary alluvium and marine deposits
USGS-395618074223501,2006,Cohansey Formation
USGS-395746077433701,2006,Martinsburg Formation
USGS-395853077433501,2006,Martinsburg Formation
USGS-395929105510300,2006,Gravels and alluviums
USGS-400052074191201,2006,Cohansey Formation
USGS-400122074113801,2006,Cohansey Formation
USGS-400204074145401,2006,Cohansey Formation
USGS-400326074115201,2006,Cohansey Formation
USGS-400346074081701,2006,Lower Member of the Kirkwood Formation
USGS-400448076062701,2006,Ledger Formation
USGS-400448076064701,2006,Ledger Formation
USGS-400456076065701,2006,Zooks Corner Formation
USGS-400500076063701,2006,Zooks Corner Formation
USGS-400518076071901,2006,Zooks Corner Formation
USGS-400641077375401,2006,Martinsburg Formation
USGS-401021074030601,2006,Cohansey Formation
USGS-401158077271401,2006,Martinsburg Formation
USGS-401229074290001,2006,Mt. Laurel Formation
USGS-401233074320401,2006,Englishtown Formation
USGS-401257077242801,2006,Martinsburg Formation
USGS-401319081161900,2006,Conemaugh Group
USGS-401335074042701,2006,Lower Member of the Kirkwood Formation
USGS-401506077195701,2006,Martinsburg Formation
USGS-401508074193501,2006,Shrewsbury Member of the Red Bank Formation
USGS-401516077143501,2006,Martinsburg Formation
USGS-401531074172801,2006,Shrewsbury Member of the Red Bank Formation
USGS-401544103443101,2006,Gravels and alluviums
USGS-401619074462401,2006,Stockton Formation
USGS-401653077063401,2006,Hamburg sequence rocks
USGS-401654111400101,2006,Alluvium and colluvium
USGS-401724078195801,2006,"Bellefonte and Axemann Formations, undivided"
USGS-401732074022101,2006,Vincentown Formation
USGS-401809074371701,2006,Magothy Formation
USGS-401937076380901,2006,Hamburg sequence rocks
USGS-402018074540301,2006,Passaic Formation
USGS-402046074261901,2006,Magothy Formation
USGS-402104104404501,2006,Gravels and alluviums
USGS-402141076451301,2006,Hamburg sequence rocks
USGS-402213104015501,2006,Modern alluvium
USGS-402238075443401,2006,Allentown Formation
USGS-402255076231101,2006,Hamburg sequence rocks
USGS-402323074280901,2006,Magothy Formation
USGS-402412074073001,2006,Marshalltown Formation
USGS-402413076075801,2006,Hamburg sequence rocks
USGS-402426076245201,2006,Graywacke of Hamburg sequence
USGS-402431075020801,2006,Stockton Formation
USGS-402517076014701,2006,Hamburg sequence rocks
USGS-402606074163401,2006,Magothy Formation
USGS-402700076180101,2006,Hamburg sequence rocks
USGS-402814076220701,2006,Shale and graywacke of Hamburg sequence
USGS-402910080351201,2006,Conemaugh Group
USGS-402919076174501,2006,Shale and graywacke of Hamburg sequence
USGS-403026075514701,2006,Hamburg sequence rocks
USGS-403209111542701,2006,Lake Bonneville deposits
USGS-403211081293100,2006,"Allegheny and Pottsville Groups, Undivided"
USGS-403313075575101,2006,Shale and graywacke of Hamburg sequence
USGS-403323081311601,2006,"Allegheny and Pottsville Groups, Undivided"
USGS-403427073583301,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-403444073575601,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-403511073450901,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-403524111512901,2006,Lake Bonneville deposits
USGS-403524111572201,2006,Alluvium and colluvium
USGS-403528075490401,2006,Shale and graywacke of Hamburg sequence
USGS-403530073340301,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-403535075403801,2006,Martinsburg Formation
USGS-403627111495701,2006,Alluvium and colluvium
USGS-403628111514301,2006,Lake Bonneville deposits
USGS-403633073454501,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-403643074013101,2006,Glacial and Alluvial Deposits
USGS-403652075433901,2006,Shale and graywacke of Hamburg sequence
USGS-403702073555808,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-403709073584101,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-403719075091801,2006,Allentown Dolomite
USGS-403732073443402,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-403755073565201,2006,Raritan Formation
USGS-403824073565601,2006,Raritan Formation
USGS-403918081273900,2006,"Allegheny and Pottsville Groups, Undivided"
USGS-403939073443501,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-403940073443501,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404007111585801,2006,Alluvium and colluvium
USGS-404016073500601,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404017073544502,2006,Raritan Formation
USGS-404019073384601,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404022073495701,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404025073463801,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404040073420102,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404045111594201,2006,Alluvium and colluvium
USGS-404052073515201,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404112073500901,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404114075453601,2006,Martinsburg Formation
USGS-404119073380201,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404136073584001,2006,Glacial and Alluvial Deposits
USGS-404143073482701,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404147073475301,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404152073511303,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404205073474101,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404205073521801,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404213073201005,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404225073453302,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404232073524401,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404236073592201,2006,Inwood Marble
USGS-404240073592501,2006,Harrison/Ravenswood Gneiss
USGS-404241073443301,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404243073593801,2006,Harrison/Ravenswood Gneiss
USGS-404246073593502,2006,Harrison/Ravenswood Gneiss
USGS-404247073595801,2006,"Manhattan Formation, undivided"
USGS-404250073453802,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404251073512601,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404300074001001,2006,"Manhattan Formation, undivided"
USGS-404309073595101,2006,"Manhattan Formation, undivided"
USGS-404310073594201,2006,"Manhattan Formation, undivided"
USGS-404312073594401,2006,"Manhattan Formation, undivided"
USGS-404312073595902,2006,"Manhattan Formation, undivided"
USGS-404321073594101,2006,"Manhattan Formation, undivided"
USGS-404324073535901,2006,Raritan Formation
USGS-404337073540301,2006,Raritan Formation
USGS-404341074002501,2006,"Manhattan Formation, undivided"
USGS-404344074002601,2006,"Manhattan Formation, undivided"
USGS-404345073124001,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404350073494501,2006,Raritan Formation
USGS-404357073462001,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404402073520901,2006,Raritan Formation
USGS-404409073443001,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404416073491803,2006,Raritan Formation
USGS-404418073434201,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404419073590701,2006,"Manhattan Formation, undivided"
USGS-404419073590801,2006,"Manhattan Formation, undivided"
USGS-404424074002301,2006,"Manhattan Formation, undivided"
USGS-404437073535401,2006,Raritan Formation
USGS-404442073590501,2006,"Manhattan Formation, undivided"
USGS-404450073470301,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404452073582502,2006,"Manhattan Formation, undivided"
USGS-404454073393001,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404459073594501,2006,"Manhattan Formation, undivided"
USGS-404504073444401,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404508074000501,2006,"Manhattan Formation, undivided"
USGS-404516073335801,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404521073505101,2006,Raritan Formation
USGS-404521073580401,2006,"Manhattan Formation, undivided"
USGS-404523075264501,2006,Martinsburg Formation
USGS-404523075410601,2006,Martinsburg Formation
USGS-404530073115104,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404553073351201,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404606073583701,2006,"Manhattan Formation, undivided"
USGS-404654073465901,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404659073141801,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404713072575701,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404727073575101,2006,"Manhattan Formation, undivided"
USGS-404750073571801,2006,"Manhattan Formation, undivided"
USGS-404751073240903,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404852075145001,2006,Martinsburg Formation
USGS-404930072483502,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404930073120002,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-404935075100201,2006,Martinsburg Formation
USGS-404936073032601,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405017072495001,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405030073180601,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405154074585701,2006,Quartz-Oligoclase Gneiss
USGS-405159102444201,2006,Modern alluvium
USGS-405213072481101,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405220074482201,2006,Allentown Dolomite
USGS-405322072454101,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405328075060201,2006,Graywacke and shale of Martinsburg Formation
USGS-405343073055004,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405348072370401,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405424073520301,2006,"Fordham Gneiss, undivided"
USGS-405426073520501,2006,Yonkers Gneiss
USGS-405426073521001,2006,Yonkers Gneiss
USGS-405426073521002,2006,Yonkers Gneiss
USGS-405426073521003,2006,Yonkers Gneiss
USGS-405426073521004,2006,Yonkers Gneiss
USGS-405426073521201,2006,Yonkers Gneiss
USGS-405427073520802,2006,Yonkers Gneiss
USGS-405427073521101,2006,Yonkers Gneiss
USGS-405427073521102,2006,Yonkers Gneiss
USGS-405428073520901,2006,Yonkers Gneiss
USGS-405428073520902,2006,Yonkers Gneiss
USGS-405446072524801,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405507072244403,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405602072221802,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405631074475001,2006,Leithsville Formation
USGS-405650072371402,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405650073080301,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405704072165901,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405737072215801,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405802111525301,2006,Lake Bonneville deposits
USGS-405816072162801,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405818094170501,2006,Lansing Group
USGS-405831072171201,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405846072093001,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405906072110102,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405906072153501,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405914072190802,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405927072041901,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-405950072124501,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-410033081424300,2006,"Allegheny and Pottsville Groups, Undivided"
USGS-410034072094701,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-410049075045801,2006,Bloomsburg Red Beds
USGS-410052072134001,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-410053074441301,2006,Allentown Dolomite
USGS-410213074460901,2006,"Beekmantown Group, Lower Part"
USGS-410243096082002,2006,Marmaton Group
USGS-410243096082003,2006,Marmaton Group
USGS-410340072201201,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-410341096053101,2006,Marmaton Group
USGS-410350072210601,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-410409072203701,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-410411072225601,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-410413072220501,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-410437072205601,2006,"Monmouth Group, Matawan Group and Magothy Formation"
USGS-411231096193201,2006,Dakota Group
USGS-411231096193203,2006,Dakota Group
USGS-411249096192901,2006,Dakota Group
USGS-411348074273901,2006,Allentown Dolomite
USGS-411741096173301,2006,Dakota Group
USGS-411810096200901,2006,Dakota Group
USGS-411853074403601,2006,Bloomsburg Red Beds
USGS-412149074293201,2006,Normanskill Formation
USGS-412151096180801,2006,Dakota Group
USGS-413522074302101,2006,Oneonta Formation
USGS-414141111493601,2006,Lake Bonneville deposits
USGS-414321075024101,2006,Honesdale Formation
USGS-414700096134903,2006,Dakota Group
USGS-414717074162301,2006,Undifferentiated Lower Devonian and Silurian rocks
USGS-414807074384601,2006,Upper Walton Formation
USGS-415220075034801,2006,Honesdale Formation
USGS-415506095295501,2006,Dakata and Windrow Formations
USGS-420013091431001,2006,Wapsipinicon Group
USGS-420013091442000,2006,Wapsipinicon Group
USGS-420013091442501,2006,Wapsipinicon Group
USGS-420015091431301,2006,Wapsipinicon Group
USGS-420055078186001,2006,"Conneaut Group, undivided"
USGS-420227073594701,2006,Undifferentiated Lower Hamilton Group
USGS-420340074554101,2006,Upper Walton Formation
USGS-420353079313901,2006,Oswayo and Venango Formations
USGS-420447078563701,2006,"Conneaut Group, undivided"
USGS-420840096290902,2006,Dakota Group
